HEORG_REFNO,HealthOrg_Description,Postal_Address,Postal_Suburb,Postal_State,Postal_Postcode,Fax,Phone,Work_Phone,Mobile_Phone,Email
73274,Castlemaine Secondary College - Junior Campus,7 9 Blakeley Road,CASTLEMAINE,VIC,3450,03 5479 1120,03 5479 1111,NULL,NULL,castlemaine.sc@edumail.vic.gov.au
68192,Castlemaine Smiles Dentist,21 Lyttleton Street,CASTLEMAINE,VIC,3450,03 5472 1377,03 5472 1377,NULL,NULL,enquiries@castlemainesmilesdentist.com.au
69373,"Castlemaine, Evolve Yoga Psychology, David Tries","Enterprise Centre, 1 Halford Street",CASTLEMAINE,VIC,3450,03 5407 1649,0448 904 749,NULL,NULL,info@evolveyogapsychology.com.au
65917,Catalyst Chiropractic,604 Barkly Street,GOLDEN POINT,VIC,3350,03 5333 7765,03 5333 7766,NULL,NULL,reception@catchiro.com.au
63773,Cataract Care Centre - Coburg,291 Moreland Road,COBURG,VIC,3058,03 9386 2800,03 9384 6000,NULL,NULL,info@cataractcare.com.au
66721,Catherine Lotrionte - Counselling Psychologist,"Suite 7 , 801 TOORAK ROAD",HAWTHORN EAST,VIC,3123,NULL,0438 080 084,NULL,NULL,catherinetvitale@gmail.com
61737,Catherine Silcock - Speech Pathologist,"My Therapy Place, 73 Channel Highway",KINGSTON,TAS,7050,NULL,03 6200 8893,NULL,NULL,catherine.silcock@speechpathology.me
68488,Catherine Young Optometrist,162 Bridport Street,ALBERT PARK,VIC,3206,03 9682 8898,03 9682 8899,NULL,NULL,contact@catherineyoung.com.au
65337,Cathies Lane Sports & Spinal Physiotherapy,97 Cathies Lane,WANTIRNA SOUTH,VIC,3152,NULL,03 9887 1827,NULL,NULL,NULL
60993,CAThS - Children & Adolescents Therapy Services,"Unit 1, 660 Canterbury Road",SURREY HILLS,VIC,3127,03 9899 4006,03 9899 4004,NULL,NULL,cathsot@hotmail.com
67273,Cathy Wagner - Psychologist,"Blackburn Specialist Clinic, 195 Whitehorse Road",BLACKBURN,VIC,3130,03 9875 1160,03 9875 1161,NULL,NULL,NULL
32631,Cato Cardiology,"Epworth Camberwell, Ground Floor  Suite 3, 888 Toorak Road",CAMBERWELL,VIC,3124,03 9805 4306,03 9805 4305,NULL,NULL,manager@catocardiology.com.au
58111,"Cato Wing, Epworth Richmond","Suite 1, Ground Floor 89 Bridge Road",Richmond,VIC,3121,9086 8762,9086 8672,NULL,NULL,NULL
64050,Caulfield Collection Centre,"Main Building [gate 2], Floor 1, 260 294 Kooyong Road",CAULFIELD,VIC,3162,03 9076 4088,03 9076 6712,NULL,NULL,NULL
62642,Caulfield Dental Clinic,"Suite 3, 242 Hawthorn Road",CAULFIELD NORTH,VIC,3161,03 9523 1644,03 9523 6202,NULL,NULL,reception@caulfielddental.com.au
46630,Caulfield Dermatology,232 Kooyong Road,CAULFIELD,VIC,3162,03 9519 8555,03 9519 8500,NULL,NULL,admin@caulfielddermatology.com.au
56370,Caulfield Endoscopy,"Glen Eira Day Surgery, Ground Floor , 544 Hawthorn Road",CAULFIELD SOUTH,VIC,3162,03 9595 6611,03 9595 6666,NULL,NULL,reception@geds.com.au
31129,Caulfield Eye Clinic & Laser Centre,961 Glen Huntly Road,Caulfield South,VIC,3162,9569 3399,9569 3311,NULL,NULL,NULL
61722,Caulfield Eye Clinic And Laser Centre,"Vodafone Tower, 961 Glen Huntly Road",CAULFIELD,VIC,3162,03 9569 3399,03 9569 3311,NULL,NULL,info@eyelaser.com.au
13656,CAULFIELD FAM MED PRAC/TH,CAULFIELD FAM MED PRAC/TH 263 GLEN EIRA ROAD,CAULFIELD NORTH,VIC,3161,9532 9555,9528 1910,NULL,NULL,NULL
68167,Caulfield Family Chiropractic,128 Hawthorn Road,CAULFIELD NORTH,VIC,3161,NULL,03 9532 8715,NULL,NULL,admin@caulfieldfamilychiropractic.com.au
62087,Caulfield Family Medical Practice,263 Glen Eira Road,CAULFIELD NORTH,VIC,3161,03 9532 9555,03 9528 1910,NULL,NULL,reception@travelclinic.com.au
67698,Caulfield Foot Centre,135 Hawthorn Road,CAULFIELD NORTH,VIC,3161,03 9523 6986,03 9523 0833,NULL,NULL,caulfieldfootcentre@gmail.com
14890,CAULFIELD GEN MED CTR,CAULFIELD GEN MED CTR 260 KOOYONG ROAD,CAULFIELD,VIC,3162,9276 6435,9276 6800,NULL,NULL,NULL
9138,Caulfield General Medical Centre,260-294 Kooyong Road,Caulfield,VIC,3162,NULL,03 9276 6000,NULL,NULL,NULL
61723,Caulfield Hospital,260 KOOYONG ROAD,CAULFIELD,VIC,3162,03 9076 6434,03 9076 6000,NULL,NULL,alfredhealth@alfred.org.au
61135,Caulfield Hospital - Caulfield Consulting Clinic,"Caulfield Hospital, Level 1 Building 28, 260 Kooyong Road",CAULFIELD,VIC,3162,03 9076 6435,03 9076 6800,NULL,NULL,consultingsuites@cgmc.org.au
35892,Caulfield Hospital Consulting Rooms,260 Kooyong Road,Caulfield,VIC,3162,9076 6435,9076 6800,NULL,NULL,NULL
18225,Caulfield House,509 Kooyong Rd,Elsternwick,VIC,3185,NULL,9596 6922,NULL,NULL,NULL
18226,Caulfield Manor Pty Ltd,1019 Glen Huntly Rd,Caulfield,VIC,3162,NULL,9569 2600,NULL,NULL,NULL
66420,Caulfield Natural Health Clinic,760 Glen Huntly Road,CAULFIELD SOUTH,VIC,3162,03 9523 8622,03 9528 3994,NULL,NULL,info@caulfieldhealth.com.au
30409,Caulfield Pain Management & Research Centre,260 Kooyong Road,Caulfield,VIC,3162,9076 4060,9076 6834,NULL,NULL,NULL
73212,Caulfield Pain Management And Research Centre,"Caulfield Hospital Ashley Ricketson Centre, 260 KOOYONG ROAD",CAULFIELD,VIC,3162,03 9076 4060,03 9076 6834,NULL,NULL,NULL
60771,Caulfield Park Clinic,139 Hawthorn Road,CAULFIELD NORTH,VIC,3161,03 9530 0377,03 9530 0200,NULL,NULL,caulfieldparkclinic@hotmail.com
11398,Caulfield Park Clinic,139 Hawthorn Road,Caulfield North,VIC,3162,9530 0377,9530 0200,NULL,NULL,NULL
62629,Caulfield Park Dentists,231 Balaclava Road,CAULFIELD NORTH,VIC,3161,03 9530 0450,03 9523 9058,NULL,NULL,admin@caulfielddentists.com.au
65896,Caulfield Rooms,53 Kooyong Road,CAULFIELD NORTH,VIC,3161,03 9576 1352,03 9509 1333,NULL,NULL,caulfieldrooms@dodo.com.au
66746,Caulfield Speech And Language Clinic,"Suite 1, 242 Hawthorn Road",CAULFIELD NORTH,VIC,3161,NULL,03 9524 3180,NULL,NULL,cindybergspeech@hotmail.com
46850,CBD Doctors Melbourne,"Level 10, 53 Queen Street",MELBOURNE,VIC,3000,03 9077 9695,03 9077 9912,NULL,NULL,reception@cbddocs.com.au
41233,CBHS Corporate Health Pty Ltd,Locked Bag 5098,Parramatta,NSW,2124,NULL,1300 586462,NULL,NULL,NULL
9742,CBHS Health Fund Limited,Locked Bag 5014,Parramatta,NSW,2150,(02) 9843 7676,1300 654 123,NULL,NULL,NULL
61021,CBT Australia - Mentone,32 Balcombe Road,MENTONE,VIC,3194,03 9585 1886,03 9585 1881,NULL,NULL,admin@cbtaustralia.com.au
63781,CBT Australia - Narre Warren,2 Valley Fair Drive,NARRE WARREN,VIC,3805,03 8790 6053,03 9705 2216,NULL,NULL,narrewarren@cbtaustralia.com.au
64224,CBT Clinic,93 Wells Road,CHELSEA HEIGHTS,VIC,3196,03 9587 1769,0415 924 362,NULL,NULL,pgrech@cbtclinic.com.au
63982,Cecilia Bendall - Psychologist,111 Montagu Street,NEW TOWN,TAS,7008,03 6278 9487,03 6278 9489,NULL,NULL,NULL
27109,Cedars Medical Clinic,248 Bell Street,COBURG,VIC,3058,03 9355 8509,03 9350 5336,NULL,NULL,info@cedarsmd.com.au
64794,Cenna Medical Centre,249-251 ORMOND ROAD,NARRE WARREN SOUTH,VIC,3805,03 8657 0565,03 9707 0728,NULL,NULL,admin@cennamc.com.au
18227,Centennial Lodge,13 Lewis Rd,Wantirna South,VIC,3152,NULL,9210 9600,NULL,NULL,NULL
62038,Central Anaesthetic Group,31 Derby Street,COLLINGWOOD,VIC,3066,03 9923 2742,03 9416 1584,NULL,NULL,office@centralag.com.au
9470,Central Bayside Community Health Services Inc,335 Nepean Highway,PARKDALE,VIC,3195,(03) 8587 0210,(03) 8587 0200,NULL,NULL,NULL
69034,Central Chiropractic Clinic,"Unit 1, 93 Brisbane Street",LAUNCESTON,TAS,7250,NULL,03 6331 9656,NULL,NULL,NULL
37792,Central Clinic,101 Florence Street,Port Pirie,SA,5540,08 8633 1366,08 8632 2144,NULL,NULL,NULL
61724,Central Clinic - Drouin,61 Commercial Place,DROUIN,VIC,3818,03 5625 1655,03 5625 5044,NULL,NULL,receptiondrouin@centralclinic.com.au
60550,Central Clinic - Warragul,170 Normanby Street,WARRAGUL,VIC,3820,03 5623 6079,03 5622 3377,NULL,NULL,reception@centralclinic.com.au
48510,Central Clinic Alice Springs,7/8 Gregory Terrace,Alice Springs,NT,0870,NULL,8952 1088,NULL,NULL,NULL
63983,Central Clinic Deniliquin,371 George Street,DENILIQUIN,NSW,2710,03 5881 7482,03 5881 7480,NULL,NULL,NULL
44230,Central Clinic Warragul,170 Normanby Street,Warragul,VIC,3820,5623 6079,5622 3377,NULL,NULL,NULL
64244,Central Dental Group Wodonga,205 Beechworth Road,WODONGA,VIC,3690,02 6024 7580,02 6024 5266,NULL,NULL,office@centraldentalgroup.net.au
67120,Central Gastroenterology,"Level 3, 25 Argyle Street",HOBART,TAS,7000,03 6231 5876,03 6214 3340,NULL,NULL,office@cghobart.com.au
15460,Central General Practice Mansfield,38 Highett Street,MANSFIELD,VIC,3722,03 5775 1901,03 5775 2591,NULL,NULL,admin@cgpmansfield.com.au
73008,Central Geriatrician Associates,"Manningham Medical Centre, Level 5 Suite 503, 200 High Street",TEMPLESTOWE LOWER,VIC,3107,03 9002 1109,03 9002 1100,NULL,NULL,admin@centralgeri.com.au
66215,Central Gippsland Aboriginal Health Services,Corner Collins and Buckley Streets Morwell,MORWELL,VIC,3840,03 5133 8069,03 5136 5128,NULL,NULL,nurse@nindedana.net
43211,Central Gippsland Family Practice,28 George Street,MOE,VIC,3825,0351272022,0351279800,NULL,NULL,medicalrecords@cgfp.com.au
69405,Central Gippsland Health Consulting Suites,155 GUTHRIDGE PARADE,SALE,VIC,3850,03 5143 8945,03 5143 8944,NULL,NULL,NULL
60421,Central Gippsland Health Service,155 Guthridge Parade,SALE,VIC,3850,03 5143 8633,03 5143 8600,NULL,NULL,information.intake@cghs.com.au
9195,Central Gippsland Health Service [Maffra],48 Kent Street,Maffra,VIC,3860,NULL,03 5147 1233,NULL,NULL,NULL
9164,Central Gippsland Health Service [Sale],155 Guthridge Parade,Sale,VIC,3850,NULL,03 5144 4111,NULL,NULL,NULL
62117,Central Gippsland Speech Pathology,11 Lansdowne Road,TRARALGON,VIC,3844,03 5174 7359,03 5174 7585,NULL,NULL,hello@cgsp.com.au
40450,Central Health Clinic,134 Durham Road,SUNSHINE,VIC,3020,03 9310 2398,03 9310 2389,NULL,NULL,info@centralhealthclinic.com.au
63947,Central Highlands General Practice,6896 Lyell Highway,OUSE,TAS,7140,03 6287 1355,03 6122 2016,NULL,NULL,NULL
64710,Central Highlands Pain & Wellbeing,"Central Highlands Pain & Wellbeing, Suite 2, 12 Albert Street",DAYLESFORD,VIC,3460,NULL,03 9478 4237,NULL,NULL,northern.lights.tcm@gmail.com
61424,Central Highlands Rural Health - Kyneton Health,7-25 Caroline Chisholm Drive,KYNETON,VIC,3444,03 5422 9918,03 5422 9900,NULL,NULL,info@kynetonhealth.org.au
61971,Central Highlands Surgeons,607 Mair Street,BALLARAT CENTRAL,VIC,3350,03 5331 2979,03 5332 8100,NULL,NULL,julie@chsurgeons.com.au
14587,Central Medical Group - Wodonga,224 Beechworth Road,WODONGA,VIC,3690,02 5000 1114,02 6024 3233,NULL,NULL,contact@centralmedical.com.au
63539,Central Melbourne Cardiology,132 Sydney Road,COBURG,VIC,3058,03 9384 6229,03 9384 2530,NULL,NULL,NULL
61377,Central Melbourne Endocrinology,"St Vincent's Building B Medical Centre, Level 1 Suite 7, 55 Victoria Parade",FITZROY,VIC,3065,03 9417 7539,03 9417 6541,NULL,NULL,reception@cmendo.com.au
63797,Central Melbourne Gastroenterology,"Level 2 Suite 6-7, 55 Victoria Parade",FITZROY,VIC,3065,03 9416 2485,03 9417 5064,NULL,NULL,info@centralmelbournegastro.com.au
32830,Central Melbourne Gastroscopy,"Suite 6 - 7, Level 2 55 Victoria Parade",Fitzroy,VIC,3065,9416 2485,9417 5064,NULL,NULL,NULL
19622,Central Melbourne Orthopaedics,"Level 4 Suite 17, 100 Victoria Parade",EAST MELBOURNE,VIC,3002,03 9639 1355,03 9639 1300,NULL,NULL,choongoffice@cmo.net.au
63490,Central Melbourne Psychology,"Level 40, 140 William Street",MELBOURNE,VIC,3000,03 8672 7777,03 9607 8577,NULL,NULL,info@centralmelbpsych.com.au
65419,Central Melbourne Specialists,"Aurora Melbourne Central, Level 4 Office 401, 37 Little La Trobe Street",MELBOURNE,VIC,3000,03 9415 1069,03 8417 9900,NULL,NULL,admin@thecms.com.au
65821,Central Osteopathic Clinic,"Suite 510, 220 Collins Street",MELBOURNE,VIC,3000,03 9484 5007,0417 321 945,NULL,NULL,thornburyosteo@iprimus.com.au
64097,Central Osteopathy,3-5 MUNDARING DRIVE,CRANBOURNE,VIC,3977,03 5995 9698,03 5996 6987,NULL,NULL,centralosteo@bigpond.com
18228,Central Park,101 Punt Rd,Windsor,VIC,3181,8517 9600,8517 9517,NULL,NULL,NULL
72715,Central Park,101 Punt Road,WINDSOR,VIC,3181,03 8517 9600,03 8517 9500,NULL,NULL,centralpark@acsagroup.com.au
62322,Central Park Optical,407 Wattletree Road,MALVERN EAST,VIC,3145,03 9509 6901,03 9509 9867,NULL,NULL,NULL
64124,Central Park Periodontics and Implant Dentistry,"Central Park Periodontics & Implant Dentistry, 401 Wattletree Road",MALVERN EAST,VIC,3145,03 9509 5222,03 9509 2666,NULL,NULL,perio@cppi.com.au
36831,Central Prahran Surgery,"Shop 6 Ground Floor, 181 Chapel Street",PRAHRAN,VIC,3181,0395101840,0395107389,NULL,NULL,reception.senpras@gmail.com
62999,Central Psychology - Macedon Street Consulting Rooms,9 MacEdon Street,SUNBURY,VIC,3429,03 9749 5499,03 9740 5399,NULL,NULL,NULL
61072,Central Victoria Integrated Clinic,222-226 OGILVIE AVENUE,ECHUCA,VIC,3564,03 4432 7576,03 4432 7575,NULL,NULL,info@cviclinic.com.au
63180,Central Victoria Integrated Clinic - Bendigo,"Level 2 Suite 5B, 84 Mollison Street",BENDIGO,VIC,3550,03 4432 7576,03 4432 7575,NULL,NULL,info@cviclinic.com.au
61195,Central Victorian Anaesthetic Service,104 Baxter Street,BENDIGO,VIC,3550,03 5441 3858,03 5443 6155,NULL,NULL,office@cvas.com.au
67682,Central Victorian Cardiology,"St John Of God Hospital, 133-145 Lily Street",BENDIGO,VIC,3550,03 5434 3331,03 5441 5580,NULL,NULL,enquiries@cvcvictoria.com.au
64637,Central Victorian Child Health - Bendigo,12-14 Anderson Street,BENDIGO,VIC,3550,03 5442 6563,03 5442 6612,NULL,NULL,reception.bendigo@cvchildhealth.com.au
63404,Central Victorian Sports Physiotherapy,7 Stewart Street,NORTH BENDIGO,VIC,3550,03 5443 1355,03 5443 1255,NULL,NULL,info@cvsp.com.au
37690,Central West Medical Centre,"Shop P1, 67 Ashley Street",BRAYBROOK,VIC,3019,03 9687 4466,03 9687 4400,NULL,NULL,reception@centralwestmedicalcentre.com.au
11846,Centre Clinic,181 Edgars Road,Thomastown,VIC,3074,94658943,9465 8943,NULL,NULL,NULL
63358,Centre Dental,955 Centre Road,BENTLEIGH EAST,VIC,3165,03 9579 5033,03 9570 5223,NULL,NULL,bella.klim@live.com.au
67213,Centre for Aesthetic And Implant Dentistry,265 Burwood Highway,BURWOOD EAST,VIC,3151,03 8845 5419,03 8845 5400,NULL,NULL,info@caid.com.au
55991,Centre for Community Child Health (RCH),50 Flemington Road,Parkville,VIC,3052,NULL,9345 6150,NULL,NULL,NULL
69444,Centre For Developmental Disability Health  (CDDH),"Monash Health, 67 Power Road",DOVETON,VIC,3177,03 9792 7759,03 9792 7888,NULL,NULL,cddh@monashhealth.org
65354,"Centre for Eating, Weight and Body Image","Suite 215, 100 Victoria Parade",EAST MELBOURNE,VIC,3002,03 8640 9061,03 9070 5444,NULL,NULL,info@cewbi.com.au
67087,Centre For Emotion Focused Practice,"Level 1, 102 Toorak Road",SOUTH YARRA,VIC,3141,03 9820 5588,03 9820 5577,NULL,NULL,info@emotionfocused.com.au
63014,Centre for Eye Research Australia,"Level 7, 32 Gisborne Street",EAST MELBOURNE,VIC,3002,NULL,03 9929 8360,NULL,NULL,cera-info@unimelb.edu.au
66474,Centre for GI Health - Berwick,7 Gloucester Avenue,BERWICK,VIC,3806,03 9709 2788,03 9709 2777,NULL,NULL,manager@gihealth.com.au
61321,Centre for GI Health - Mulgrave,"Medical Clinic, Suite 2, 529 Police Road",MULGRAVE,VIC,3170,03 9709 2788,03 9709 2777,NULL,NULL,manager@gihealth.com.au
62027,Centre for Hand Wrist Plastic Surgery,22 Liverpool Street,HOBART,TAS,7000,03 6214 3586,03 6214 3585,NULL,NULL,surgery@handwristplastic.surgery
61423,Centre for Limb Lengthening & Reconstruction,"The Epworth Centre, Suite 5/7, 32 Erin Street",RICHMOND,VIC,3121,03 9429 4045,03 9429 8084,NULL,NULL,reception@limblengthening.com.au
66144,Centre For Musculoskeletal Medicine,300 Albert Road,SOUTH MELBOURNE,VIC,3205,03 9699 2433,03 9699 2499,NULL,NULL,NULL
65202,Centre For Psychological And Relationship Counselling,"Suite 2, 205 Bell Street",PRESTON,VIC,3072,03 9484 0895,03 9495 1374,NULL,NULL,admin@psychcentre.org
62443,Centre for Spine and Movement Related Disorders - Brighton,130 Male Street,BRIGHTON,VIC,3186,NULL,03 9584 4856,NULL,NULL,mail@spinemovement.com.au
67069,Centre For The Healing Arts,23 Ely Street,WANGARATTA,VIC,3677,03 5722 3999,03 5722 3888,NULL,NULL,info@healingarts.com.au
69110,Centre Of Health Physiotherapy & Chinese Medicine,201 Banksia Street,IVANHOE,VIC,3079,NULL,03 9441 0088,NULL,NULL,info@centreofhealthivanhoe.com.au
15188,Centre of Integrative Medicine,207 Orrong Road,St Kilda East,VIC,3182,9527 1550,9527 1550,NULL,NULL,NULL
62231,Centre of Wholistic Medicine,"Centre of Wholistic Medicine, 82 Blackburn Road",DONCASTER EAST,VIC,3109,03 9894 5377,03 9894 5755,NULL,NULL,NULL
10266,Centre Of Wholistic Medicine,82 Blackburn Road,Doncaster East,VIC,3109,9894 5377,9894 5755,NULL,NULL,NULL
68202,Centre Orthodontics,159 Tucker Road,BENTLEIGH,VIC,3204,03 9557 8933,03 9557 8911,NULL,NULL,office@centreorthodontics.com.au
58171,Centre Place Family Clinic,477 Underwood Road,Rochedale South,QLD,4123,07 3841 2569,07 3341 6300,NULL,NULL,NULL
64632,Centre Road Chiropractic Clayton,1383 Centre Road,CLAYTON,VIC,3168,03 9543 1919,03 9544 9734,NULL,NULL,NULL
65571,Centre Road Dental Surgery - Dr G Zehtab,606 Centre Road,BENTLEIGH,VIC,3204,03 9576 5024,03 9557 5666,NULL,NULL,reception@aboutyoursmile.com.au
34252,Centre Road Medical Centre,868 Centre Road,BENTLEIGH EAST,VIC,3165,03 8678 1884,03 9563 7766,NULL,NULL,NULL
67543,Centre Road Podiatry,124 Centre Road,LANGWARRIN,VIC,3910,03 8725 0512,03 9775 7916,NULL,NULL,centrerdpodiatry@gmail.com
63137,Centrehealth,222 Centre Road,BENTLEIGH,VIC,3204,.,03 9576 5422,NULL,NULL,reception@roubos.com.au
68090,Centrepoint Nutrition,38 The Avenue,BELMONT,VIC,3216,NULL,0409 173 225,NULL,NULL,NULL
12517,Centreway Medical Centre,234 Milleara Road,KEILOR EAST,VIC,3033,03 9331 0122,03 9331 0300,NULL,NULL,NULL
40951,Century Health Care,374 Gaffney Street,PASCOE VALE,VIC,3044,03 9354 7836,03 9350 5601,NULL,NULL,centuryhealthcareclinic@gmail.com
61093,CEREBRAL PALSY EDUCATION CENTRE,Beacon Street,GLEN WAVERLEY,VIC,3150,03 9560 0669,03 9560 0700,NULL,NULL,info@cpec.org.au
9743,Cessnock District Health Benefits Fund,P.O. Box 183,Cessnock West,NSW,2325,NULL,NULL,NULL,NULL,NULL
73204,"CG&CS - Counselling, Guidance & Clinical Services",24 Olinda Street,CAULFIELD SOUTH,VIC,3162,NULL,03 9578 7655,NULL,NULL,info@psychologistinmelbourne.com.au
65259,Chadstone Dentist,1342 Dandenong Road,CHADSTONE,VIC,3148,03 9563 4574,03 9563 4474,NULL,NULL,NULL
60619,Chadstone Road Clinic,21-23 Chadstone Road,MALVERN EAST,VIC,3145,03 9569 0279,03 9569 0688,NULL,NULL,NULL
14527,CHADSTONE ROAD CLINIC,CHADSTONE ROAD CLINIC 21-23 CHADSTONE ROAD,MALVERN EAST,VIC,3145,9569 0279,9569 0688,NULL,NULL,NULL
65757,Chadstone Shopping Centre Dental Surgery,"Chadstone Place, Floor 1 Suite 0153, 1341 Dandenong Road",CHADSTONE,VIC,3148,03 9564 7695,03 9568 0222,NULL,NULL,info@chadstonedental.com.au
11012,Chandler Road Medical Centre,127 Chandler Road,Noble Park,VIC,3174,9769 0118,9791 1122,NULL,NULL,NULL
60516,Chandler Road Medical Clinic,127 Chandler Road,NOBLE PARK,VIC,3174,03 9769 0118,03 9791 1122,NULL,NULL,chandlerroad.reception@ipn.com.au
66582,Chandler Road Medical Deputising Service,127A Chandler Road,NOBLE PARK,VIC,3174,03 9701 9119,03 9701 9111,NULL,NULL,chandlerroad.afterhoursadmin@ipn.com.au
64460,Chando Steiner Osteopathy & Natural health,166B WARWICK STREET,WEST HOBART,TAS,7000,03 6278 7243,0475 909 748,NULL,NULL,inactive@hts.invalid
62571,Change For Life - Hoppers Crossing,136 Derrimut Road,HOPPERS CROSSING,VIC,3029,03 8742 4304,03 8742 4302,NULL,NULL,info@changeforlife.com.au
66745,Changemakers Counselling & Psychology,"Level 1, 42 Jackson Court",DONCASTER EAST,VIC,3109,03 9848 5334,03 9848 5504,NULL,NULL,info@changemakerscounselling.com.au
65305,Channel Dental Care,"Channel Dental Care, 1 John Street",KINGSTON,TAS,7050,03 6229 2922,03 6229 2989,NULL,NULL,dilruk.wijay@bigpond.com
68529,Chapel Gate Dental,"Level 1, 118 Chapel Street",ST KILDA,VIC,3182,03 9531 1449,03 9531 3742,NULL,NULL,admin@chapelgatedental.com
65859,Chapel Gate Medical Centre,116 Punt Road,WINDSOR,VIC,3181,0395107499,0395107888,NULL,NULL,reception@chapelgate.com.au
10239,Chapel Street Medical Centre,125 Chapel Street,ST KILDA,VIC,3182,03 9525 4891,03 9534 5151,NULL,NULL,inactive@hts.invalid
68741,Chapel Street Psychology,"Suite 2, 457 Chapel Street",SOUTH YARRA,VIC,3141,03 9939 5675,0432 292 466,NULL,NULL,NULL
73385,Charles Bonnet Syndrome Foundation (CBSF),"Ross House, Floor 2.16, 247 251 Flinders Lane",MELBOURNE,VIC,3000,03 9654 5007,1300 121 123,NULL,NULL,info@charlesbonnetsyndrome.org
39931,Charles Clinic - Launceston,"The Charles, Suite 110, 287 Charles Street",LAUNCESTON,TAS,7250,03 6334 2424,03 6311 1555,NULL,NULL,reception@charlesheart.care
60403,Charles Clinic - North West,"North West Medical Centre, 21 Brickport Road",COOEE,TAS,7320,03 6334 2424,03 6311 1555,NULL,NULL,NULL
66602,Charles PE Milne - Vascular and Endovascular Surgeon,"Cabrini Medical Centre, Suite 37, 183 Wattletree Road",MALVERN,VIC,3144,03 9509 9332,03 9509 9057,NULL,NULL,NULL
68206,Charles Street Clinic,89 Charles Street,SEDDON,VIC,3011,03 9362 7882,03 9362 7888,NULL,NULL,charlesstclinic@gmail.com
67429,Charlotte Brewer Consulting - Mental Health,7715 Goulburn Valley Highway,KIALLA,VIC,3631,NULL,0432 361 226,NULL,NULL,charbrew@optusnet.com.au
67749,Charlotte Street Dental Centre,404 Charlotte Street,DENILIQUIN,NSW,2710,03 5881 4636,03 5881 3468,NULL,NULL,admin@charlottestdental.com.au
18229,Charlton Hostel,4-8 Menzies St,Charlton,VIC,3525,NULL,5491 1200,NULL,NULL,NULL
61122,Charlton Medical,2 Learmonth Street,CHARLTON,VIC,3525,03 5477 6889,03 5477 6888,NULL,NULL,admin@charltonmedical.com.au
64518,Charlton Medical,2 LEARMONTH STREET,CHARLTON,VIC,3525,03 5477 6889,03 5477 6888,NULL,NULL,admin@charltonmedical.com.au
28071,Chase Medical Centre,"Suite 9, 45 Collins Street",Melbourne,VIC,3000,9654 5843,9650 5494,NULL,NULL,NULL
66593,Chase Medical Centre,"Collins Place Professional Suites, Suite 9, 45 Collins Street",MELBOURNE,VIC,3000,03 9654 5843,03 9650 5494,NULL,NULL,chasemedicalcentre@ozonline.com.au
66386,CHAT Centre,36 MAIN STREET,ULVERSTONE,TAS,7315,NULL,0417 371 991,NULL,NULL,office@chatcentre.com.au
67705,Chatfield Family & Sports Chiropractic,"Gap Medical Centre, 46 Gap Road",SUNBURY,VIC,3429,03 9308 8379,03 9740 2636,NULL,NULL,drdan@chattychiro.com
66548,Che Eyewear,363 Smith Street,FITZROY,VIC,3065,NULL,03 9415 6464,NULL,NULL,info@cheeyewear.com.au
67369,Cheeky Monkey Speech Pathology,523 Mitcham Road,VERMONT,VIC,3133,03 8802 4821,03 8802 4821,NULL,NULL,admin@cheekymoneyspeech.com.au
